message,label
Me alegraste el día. Que tengas un gran día también.,ham
En realidad estaba a punto de enviarte un recordatorio hoy. Que tengas un maravilloso fin de semana,ham
"¡Seis oportunidades de ganar efectivo! De 100 a 20,000 libras txt> CSH11 y envíe a 87575. Costo 150p/día, 6 días, 16+ Tsandcs Aplicar respuesta HL 4 Información",spam
"Bueno, el precio general es & lt;#& gt; /oz, avísame si/cuándo/cuánto quieres",ham
Kallis no bateará en 2ª entradas.,ham
"Hoy es ""Song Dediced Day .."" ¿Qué canción dedicarás a mí? Envíe esto a todos sus valiosos amigos pero primero me plantea ...",ham
Te invitamos a probar nuestro nuevo producto,0
"De verdad, aunque esto apesta. Ni siquiera puedo cocinar toda mi electricidad está fuera. Y tengo hambre.",ham
¡PRIVADO! Su estado de cuenta de 2003 para muestra 800 s.i.m. no redimidos. agujas. Llame al 08718738001 Código del identificador: 49557 expira el 26/11/04,spam
Necesitamos verificar tu dirección para enviar tu pedido,1
"Me pregunto si la batería de su teléfono salió muerto. Tuve que decirte, te amo nena",ham
"Ese es uno de los problemas, pero California está bien. Sin nieve, por lo que es manejable",ham
Importante: cambios en nuestros términos y condiciones,0
"Hola nena, mi amigo tuvo que cancelar, ¿todavía listo para una visita?",ham
Descargue este tono de llamada gratis,1
"Si dije algo mal, lo siento, de :-)",ham
Obtenga retroceso con este cupón,1
"Parece que encontraste algo que hacer aparte de fumar, ¡un gran trabajo!",ham
Su comprobante de pago se adjunta a este mensaje,0
Gracias por tu lealtad a nuestra marca,0
Su vuelo está confirmado,0
Excelente oferta nueva: doble mins y doble txt en las mejores tarifas de naranja y obtenga los últimos teléfonos con cámara 4 gratis. ¡Llame a MobileUpd8 gratis al 08000839402 ahora! o 2stoptxt T&CS,spam
Recordatorio: su reserva en el restaurante es esta noche,0
Juntos podemos lograr un cambio positivo,0
Y ¿hay alguna manera de enviarle las cosas de Shade? Y ella también ha sido maravillosa.,ham
Descarga este ebook lleno de consejos útiles,1
Unifica tus prestamos y paga menos intereses,1
Dominar el arte de hablar en público,1
Gracias por ser parte de nuestra comunidad,0
"Jus chillaxin, que pasa",ham
No tengo ninguno de tu archivo en mi bolso ... estaba en el trabajo cuando me llamaste. Te diré si encuentro algo en mi habitación.,ham
Pasa horas de entretenimiento con este juego,1
¿Cómo estuvo txting y conducción?,ham
"Supongo que por eso estás preocupado. Debe saber que hay una forma en que el cuerpo se repara. Y estoy bastante seguro de que no deberías preocuparte. Lo tomaremos con calma. Primero las pruebas, guiarán cuando su ovulación sea simplemente relajarse. Nada que haya dicho es una razón para preocuparse, pero seguiré siguiendo.",ham
"Querido:-/ Por qué te rutas. No puedo conducir, así que su hermano para conducir",ham
Pierde peso sin esfuerzo con este suplemento,1
"Themob> llegar al enlace para obtener un juego de Pinter de Pink Premium, el nuevo no. 1 de Sugababes, una loca animación de cebra o un fondo de pantalla de sudadera con capucha rudo, ¡todo 4 gratis!",spam
Por favor actualiza tus preferencias de comunicacion,0
Su cuenta ha sido desbloqueada con éxito,0
¿Qué te está pasando? ¿Ha conseguido un trabajo y ha comenzado a registrarse para la residencia permanente?,ham
Su orden de compra ha sido procesada con éxito,0
Alrite,ham
Gana dinero extra trabajando desde casa,1
"Entonces, ¿vienes a cenar esta noche? ¿No?",ham
No olvide que puede hacer tantas solicitudes gratuitas con 1stchoice.co.uk como desee. Para más información llame al 08707808226.,spam
Solo NW vine a Hme da ..,ham
Recuerde que su pago expira la próxima semana,0
"Querido, ¿cómo está Chechi? ¿Hablaste con ella?",ham
¿Qué te hace más feliz?,ham
¿Tu papá está de vuelta en el ph?,ham
Hola. Ahora hemos mudado a nuestro pub. Sería genial 2 c u si se acerca.,ham
Tu cuenta ha sido actualizada con las nuevas funciones,0
"Gracias por contactarnos, valoramos sus comentarios",0
Probablemente estaré mañana (o incluso más tarde esta noche si algo está pasando),ham
¡Aah! ¡Un abrazo sería exuberante! ¡Necesitaría mucho té y sopa antes de cualquier tipo de torpe!,ham
Adjunte una copia de su tarjeta,1
"Según su solicitud, 'Maangalyam (Alaipayuthe)' se ha establecido como su callertune para todas las personas que llaman. Presione *9 para copiar a sus amigos Callertune",ham
Mi hermana despejó dos rondas en Birla Soft ayer.,ham
Tu factura ya está lista descargarlo aquí,0
83039 62735 = £ 450 Break Break Alojamiento Alojamiento Los términos y condiciones se aplican. 2 Reclamar que debe proporcionar su número de reclamo que es 15541,spam
Gana una consola que participe en nuestro torneo,1
"Aight, lo siento, me tomo diez años para ducharme. ¿Cuál es el plan?",ham
¿Estás en el trabajo ahora mismo?,ham
Buenos días por favor llámame señor,ham
Cuando comienza la escuela. ¿Dónde te quedarás? Como está el clima. Y la comida. ¿Tiene un sistema de apoyo social como amigos en la escuela? Todas estas cosas son importantes.,ham
Actualiza tu informacion de contacto,0
Te damos un cupón para tu cumpleaños,0
El corazón está vacío sin amor. La mente está vacía sin sabiduría ... ojos vacíos sin sueños & amp; La vida está vacía sin Frnds ... así que Alwys está en contacto. Buenas noches y amp; dulces sueños,ham
Genera ingresos que recomiendan nuestros cursos,1
Últimas novedades agregadas explora nuestro catálogo,1
"Nada. Quise decir que una vez que el dinero ingrese a su cuenta aquí, el banco eliminará su tarifa plana. Alguien transferido & lt;#& gt;  a mi cuenta y & lt;#& gt; Los dólares fueron eliminados. Por lo tanto, los bancos difieren y los cargos también difieren. Estoy seguro de que confía en la persona 9JA que está enviando detalles de la cuenta a cos ...",ham
No es una gota en el tanque,ham
Necesitamos verificar su identidad para procesar su aplicación.,1
"No hacer nada, ¿entonces no cenamos con nosotros?",ham
Cambiar una vida patrocinando a un niño,0
"En realidad, eliminé mi antiguo sitio web ... ahora estoy blogueando en mágico en mágico.blogspot.com",ham
Boooo siempre trabajas. Solo renuncia.,ham
Ella está bien. Es bueno saber de ti. ¿Cómo estás querida? Feliz año nuevo oh.,ham
Felicidades por tu ascenso te lo mereces,0
Feliz cumpleaños ... que todos tus sueños se hagan realidad ...,ham
Para su seguridad verificaremos su identidad,1
Oh yah ... nunca cancelamos leh ... jaja,ham
¿Viste esa película :),ham
Has sido seleccionado para una oferta exclusiva,1
"Es genial, pero Tyler tuvo que despegar, así que vamos a comprar para él y dejarlo en su casa más tarde esta noche. Nuestro pedido total es un cuarto, ¿tienes suficiente?",ham
No te pierdas estos divertidos videos de animales,1
"Estoy acostumbrado. Solo espero que mis agentes no me dejen caer, ya que solo he reservado algunas cosas este año. Todo esto en Boston, ellos en Nueva York fue un experimento.",ham
Tu cuenta ha sido actualizada exitosamente,0
"Messaje libre: ¡Jamster! ¡Obtén el sonido loco de la rana ahora! Para Poly Text Mad1, para texto real Mad2 a 88888. ¡6 sonidos locos por solo 3 GBP/semana! ¡16+solo! Aplicar T&C",spam
Lamentamos las molestias causadas por el retraso en su vuelo,0
¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡.,ham
Ok ... ayúdame a preguntarte si está trabajando tmr a ¿No?,ham
Prepara el futuro de tus hijos con nuestro fondo universitario,1
Hola te ayudo en lo que necesites,0
Confirme su ayuda al seminario web del mañana,0
¡He estado funcionando pero solo se las arregló 5 minutos y luego necesitaba oxígeno! ¡Es posible que tenga que recurrir a la opción Roller!,ham
Hasta ü ... ü wan ven y luego ven para ... pero yo digo cualquier falda de rayas ...,ham
¡22 días para comenzar! Para Euro2004 U se mantendrá actualizado con las últimas noticias y resultados diariamente. Para eliminar Enviar Txt Txt Stop a 83222,spam
Confirma tu email haciendo clic en el enlace,1
"Estimado titular del cupón, para reclamar la oferta de esta semana, en su PC, visite http://www.wtlp.co.uk/text. TS y CS se aplican.",spam
"Ey ! Te deseo ! ¡Te anhelo! Te extraño ! Te necesito ! Te amo, Ahmad Saeed Al Hallaq ...",ham
"Sí, lo soy, ¿así que me iré de 7ish?",ham
K ¿realmente pueden encontrarme en el Sunoco en Howard? Debería estar en el camino,ham
"K, ¿puede suceder eso esta noche?",ham
Textos ilimitados. Minutos limitados.,ham
"Hola, ¿qué puedo aconsejarte?",0
Su factura del mes está lista para pagar,0
"Espero que estés bien nena Me preocupa que te hayas sentido un poco desesperado cuando aprendiste que el trabajo era falso. Estoy aquí esperando cuando vuelvas, mi amor",ham
¿A qué hora piensas en ir?,ham
Necesitamos una copia de tu identificación para el registro,1
Estoy recibiendo amenazas de su ejecutivo de ventas Shifad mientras planteaba una queja contra él. Es un mensaje oficial.,ham
En la reunión da. Te llamaré,ham
¿Intentamos comunicarnos con usted con su respuesta a nuestra oferta de un teléfono de video? 750 redes en cualquier momento mins? ¿Texto ilimitado? Videocámara? Responder o llamar al 08000930705 ahora,spam
Diviértete con estos memes de perro,1
¿Cuál es el nombre del personal que nos está tomando clase?,ham
"5 Tubos polifónicos superiores Llame al 087018728737, tarifa nacional. Reciba una melodía de toppoly cada semana, solo envíe un mensaje de texto a 81618, £ 3 por polo. Unsub 08718727870.",spam
"""Hola das genial ... ¡Conozco todos los 2 Wellda Peril de la crisis financiera estudiantil! Spk 2 u l8r"".",ham
Gana dinero fácil desde la comodidad de tu hogar,1
Gracias por tu visita esperamos verte pronto,0
¿Te gustaría ser mimado? :),ham
Multiplica tus ganancias integrando a nuestro equipo,1
Intercambio este cupón por un postre gratis,1
"Alrite Sam su nic, solo consulte que este es tu número, así que es? T.B*",ham
Tu pedido está en ruta de entrega,0
"Gracias por su pago, su suscripción se ha renovado",0
Descargue esta aplicación y obtenga un descuento,1
Estoy en casa ...,ham
Voy a Bath Will Malsg You Next & lt;#& gt;  mind.,ham
Para muchas cosas es un antibiótico y se puede usar para el abdomen del pecho y las infecciones de gynae incluso las infecciones óseas.,ham
"Gracias. Y por cierto, acabo de perder.",ham
Últimas horas de nuestra mega liquidación ¡aprovecha!,1
Feliz cumpleaños,0
Ok lor. Estoy en la ciudad ahora Lei.,ham
¿Estás disponible para la velada el 3 de junio?,ham
Tu paquete está en camino,0
Su nómina está disponible para descargar,0
Todos cobrarán vida. Better corrige cualquier figura atractiva allí en sí misma.,ham
Bonito.nice. ¿Cómo está funcionando?,ham
Yo llegué a casa. Voy a bañarme primero. Pero mi hermana usando la red te diga cuando termina K ...,ham
Agenda su revisión médica anual,0
Participa en nuestro concurso y gana un viaje,1
"De acuerdo . . Ahora estoy en el autobús. . Si vengo pronto, vendré de otra manera mañana",ham
"Buena línea dicho por un corazón roto, por favor, no te cumpla 1 más veces frente a mí ... Otros sabios una vez más, confiaré en ti ... bueno 9t :)",ham
"Todavía la oportunidad allí. Si busca duro, lo obtendrá ... vaya a intentarlo :)",ham
"Hola, las chicas sexychat están esperando que les envíes un mensaje de texto. Envíe un mensaje de texto ahora para una gran noche charlando. Enviar parada para detener este servicio",spam
Recordatorio: tu reserva en el restaurante es esta noche,0
Hola agendamos esa llamada pendiente?,0
Sorprende a tu amor con esta joya unica,1
"Hola, resolveré todas tus consultas",0
Solo hoy 50% de descuento en todo,1
"Veré si puedo pasar un poco, tengo algunas cosas que cuidar aquí",ham
"Cuando nací, Dios dijo: ""¡Oh no! Otro idiota"". Cuando naciste, Dios dijo: ""¡Oh, no! Competencia"". ¡Quién sabía, un día estos dos se convertirán en Freinds para siempre!",ham
Las últimas novedades agregadas explora nuestro catálogo,1
"¡Sí, está bien! Es £ 6 para entrar, ¿está bien?",ham
Gana una cena romántica en nuestro sorteo,1
Aproveche nuestras ofertas finales de la temporada,1
"Estamos en las abuelas. Dios mío, ¿todavía estás enfermo? ¡Sentí una mierda esta mañana, pero creo que solo tengo resaca! Otra noche entonces. Salimos el sábado.",ham
Entonces ü Page First Lar ... entonces cuándo viene las acciones ...,ham
"Pastel de café, supongo ...",ham
Pérdida de peso con nuestras ensaladas,1
Revise su número de teléfono,0
"Para su oportunidad de ganar un efectivo de £ 250 cada wk txt: acción a 80608. Www.movietrivia.tv custcare 08712405022, 1x150p/wk.",spam
"El hecho de que esté limpiando los programas que sabes por qué estoy molesto. Tu prioridad es constantemente ""lo que quiero hacer"", no ""lo que necesito hacer"".",ham
"No mucho, solo algún texto. ¿Qué tal tú?",ham
Aumente su energía con nuestras barras de energía,1
O tal vez mis dedos gordos solo presionan todos estos botones y no sabe qué hacer.,ham
Ard 4 lor ...,ham
Obtenga su seguro de gastos médicos hoy,1
Invierta en criptomonedas y multiplique sus ganancias,1
G quiere saber donde diablos estás,ham
"Nueva teoría: el argumento gana una situación, pero pierde a la persona. Así que no discutas con tus amigos solo ... . . patearlos y amp; Digamos, siempre estoy en lo correcto.",ham
Por favor elige tu medio de pago preferido,0
"No, soy bueno para la película, ¿está bien si me voy de una hora?",ham
"Gracias 4 2day! ¡Eres un buen compañero, creo que tu rito sary! ¡Asusual! ¡Me animaste! Te amo franyxxxxx",ham
Descubre el secreto para un ojo largo y grueso,1
Viendo la película Telugu ...,ham
Confirme la asistencia de su evento,0
¡Feliz año nuevo princesa!,ham
Baja de peso con nuestras opciones vegetarianas,1
Finalmente vinieron a arreglar el techo.,ham
Gracias amor. Pero estoy haciendo antorcha o audaz.,ham
Empeza a disfrutar tu suscripción,0
Estoy en Escape Theatre ahora. . Voy a ver a Kavalan en unos minutos,ham
"Hmm ... mi tío me solo informó que está pagando a la escuela directamente. Entonces, por favor, compre comida.",ham
"Ooh, 4GOT, comenzaré a bailar el vientre en Moseley Weds 6.30 Si quieres 2 Únete a mí, ellos también tienen un café.",ham
"Ya tel, wats tu problema ..",ham
¿Dónde se reunirá con TMR?,ham
Fffff. ¿Puedes enviar mensajes de texto a Kadeem o te vas demasiado lejos?,ham
Necesito que revises el documento adjunto y me dé tus comentarios.,0
Bajo nuestro mapa turístico gratuito,1
Mantente informado con nuestras noticias diarias,1
